"","tconst","name","nconst","category","deathYear","knownForTitles","oscar_no","oscar_yr","award","movie","birth_pl","birth_y","titleType","primaryTitle","startYear","genres"
"8629","tt0586262","Joan Crawford","nm0001076","actress","1977","tt0056687,tt0037913,tt0046446,tt0042376","18",1946,"Best actress","Mildred Pierce","Texas",1912,"tvEpisode","Strange Witness","1958","Comedy,Drama"
"8630","tt0586272","Ernest Borgnine","nm0000308","actor","2012","tt0119177,tt0082340,tt0048356,tt0069113","28",1956,"Best actor","Marty","Connecticut",1917,"tvEpisode","The Bar Mitzvah of Major Orlovsky","1962","Comedy,Drama"
"8631","tt0586284","Ronald Colman","nm0172903","actor","1958","tt0039335,tt0019735,tt0029162,tt0035238","20",1948,"Best actor","A Double Life","England",1891,"tvEpisode","The Chess Game","1956","Comedy,Drama"
"8632","tt0586285","Henry Fonda","nm0000020","actor","1982","tt0082846,tt0050083,tt0051207,tt0032551","54",1982,"Best actor","On Golden Pond","Nebraska",1905,"tvEpisode","The Clown","1955","Comedy,Drama"
"8633","tt0586286","Bette Davis","nm0000012","actress","1989","tt0042192,tt0031210,tt0056687,tt0035140","8",1936,"Best actress","Dangerous","Massachusetts",1908,"tvEpisode","The Cold Touch","1958","Comedy,Drama"
"8634","tt0586293","Lee Marvin","nm0001511","actor","1987","tt0061578,tt0059017,tt0064782,tt0060862","38",1966,"Best actor","Cat Ballou","New York",1924,"tvEpisode","The Doctors of Pawnee Kill","1957","Comedy,Drama"
"8635","tt0586295","Greer Garson","nm0002093","actress","1996","tt0035238,tt0032943,tt0040498,tt0035093","15",1943,"Best actress","Mrs. Miniver","England",1904,"tvEpisode","The Earring","1957","Comedy,Drama"
"8636","tt0586304","Janet Gaynor","nm0310980","actress","1984","tt0019429,tt0018379,tt0018455,tt0029606","1",1929,"Best actress","7th Heaven","Pennsylvania",1906,"tvEpisode","The Flying Wife","1959","Comedy,Drama"
"8637","tt0586307","Greer Garson","nm0002093","actress","1996","tt0035238,tt0032943,tt0040498,tt0035093","15",1943,"Best actress","Mrs. Miniver","England",1904,"tvEpisode","The Glorious Gift of Molly Malloy","1956","Comedy,Drama"
"8638","tt0586324","Lee Marvin","nm0001511","actor","1987","tt0061578,tt0059017,tt0064782,tt0060862","38",1966,"Best actor","Cat Ballou","New York",1924,"tvEpisode","The Joke's on Me","1961","Comedy,Drama"
"8639","tt0586328","Lee Marvin","nm0001511","actor","1987","tt0061578,tt0059017,tt0064782,tt0060862","38",1966,"Best actor","Cat Ballou","New York",1924,"tvEpisode","The Last Reunion","1959","Comedy,Drama"
"8640","tt0586332","Ernest Borgnine","nm0000308","actor","2012","tt0119177,tt0082340,tt0048356,tt0069113","28",1956,"Best actor","Marty","Connecticut",1917,"tvEpisode","The Legend That Walks Like a Man","1961","Comedy,Drama"
"8641","tt0586339","Lee Marvin","nm0001511","actor","1987","tt0061578,tt0059017,tt0064782,tt0060862","38",1966,"Best actor","Cat Ballou","New York",1924,"tvEpisode","The Martyr","1955","Comedy,Drama"
"8642","tt0586348","Jessica Tandy","nm0001788","actress","1994","tt0092494,tt0056869,tt0097239,tt0101921","62",1990,"Best actress","Driving Miss Daisy","England",1909,"tvEpisode","The Pot of Gold","1956","Comedy,Drama"
"8643","tt0586352","Lee Marvin","nm0001511","actor","1987","tt0061578,tt0059017,tt0064782,tt0060862","38",1966,"Best actor","Cat Ballou","New York",1924,"tvEpisode","The Rider on the Pale Horse","1954","Comedy,Drama"
"8644","tt0586355","Joan Crawford","nm0001076","actress","1977","tt0056687,tt0037913,tt0046446,tt0042376","18",1946,"Best actress","Mildred Pierce","Texas",1912,"tvEpisode","The Road to Edinburgh","1954","Comedy,Drama"
"8645","tt0586361","Cliff Robertson","nm0731772","actor","2011","tt0145487,tt0116225,tt0073802,tt0316654","41",1969,"Best actor","Charly","California",1925,"tvEpisode","The Small Elephants","1961","Comedy,Drama"
"8646","tt0586371","Joan Fontaine","nm0000021","actress","2013","tt0034248,tt0040536,tt0032976,tt0035751","14",1942,"Best actress","Suspicion","Japan",1917,"tvEpisode","The Victorian Chaise Longue","1957","Comedy,Drama"
"8647","tt0586375","James Stewart","nm0000071","actor","1997","tt0031679,tt0052357,tt0032904,tt0052561","13",1941,"Best actor","The Philadelphia Story","Pennsylvania",1908,"tvEpisode","The Windmill","1955","Comedy,Drama"
"8648","tt0586402","Bette Davis","nm0000012","actress","1989","tt0042192,tt0031210,tt0056687,tt0035140","8",1936,"Best actress","Dangerous","Massachusetts",1908,"tvEpisode","With Malice Toward One","1957","Comedy,Drama"
"8649","tt0587863","Helen Hayes","nm0371040","actress","1993","tt0022386,tt0065377,tt0048947,tt0022879","5",1933,"Best actress","The Sin of Madelon Claudet","Washington DC",1900,"tvEpisode","Alter-Ego","1972","Drama,Horror,Mystery"
"8650","tt0587884","Patricia Neal","nm0623658","actress","2010","tt0057163,tt0043456,tt0054698,tt0059309","36",1964,"Best actress","Hud","Kentucky",1926,"tvEpisode","Time of Terror","1972","Drama,Horror,Mystery"
"8651","tt0587885","Geraldine Page","nm0656183","actress","1987","tt0165996,tt0077742,tt0090203,tt0056541","58",1986,"Best actress","Trip to Bountiful","Missouri",1924,"tvEpisode","Touch of Madness","1972","Drama,Horror,Mystery"
"8652","tt0588003","Sally Field","nm0000398","actress","\N","tt0109830,tt0443272,tt0098384,tt0076729","52",1980,"Best actress","Norma Rae","California",1946,"tvEpisode","A Hard Night's Night","1966","Comedy"
"8653","tt0588004","Sally Field","nm0000398","actress","\N","tt0109830,tt0443272,tt0098384,tt0076729","52",1980,"Best actress","Norma Rae","California",1946,"tvEpisode","A Hearse, a Hearse, My Kingdom for a Hearse","1965","Comedy"
"8654","tt0588005","Sally Field","nm0000398","actress","\N","tt0109830,tt0443272,tt0098384,tt0076729","52",1980,"Best actress","Norma Rae","California",1946,"tvEpisode","All the Best Diseases Are Taken","1965","Comedy"
"8655","tt0588006","Sally Field","nm0000398","actress","\N","tt0109830,tt0443272,tt0098384,tt0076729","52",1980,"Best actress","Norma Rae","California",1946,"tvEpisode","Ask Helpful Hannah","1966","Comedy"
"8656","tt0588007","Sally Field","nm0000398","actress","\N","tt0109830,tt0443272,tt0098384,tt0076729","52",1980,"Best actress","Norma Rae","California",1946,"tvEpisode","Chivalry Isn't Dead","1965","Comedy"
"8657","tt0588008","Sally Field","nm0000398","actress","\N","tt0109830,tt0443272,tt0098384,tt0076729","52",1980,"Best actress","Norma Rae","California",1946,"tvEpisode","Daddy Come Home","1965","Comedy"
"8658","tt0588009","Sally Field","nm0000398","actress","\N","tt0109830,tt0443272,tt0098384,tt0076729","52",1980,"Best actress","Norma Rae","California",1946,"tvEpisode","Dear Diary - Et Al.","1965","Comedy"
"8659","tt0588010","Sally Field","nm0000398","actress","\N","tt0109830,tt0443272,tt0098384,tt0076729","52",1980,"Best actress","Norma Rae","California",1946,"tvEpisode","Don't Defrost the Alligator","1966","Comedy"
"8660","tt0588011","Sally Field","nm0000398","actress","\N","tt0109830,tt0443272,tt0098384,tt0076729","52",1980,"Best actress","Norma Rae","California",1946,"tvEpisode","Ego-a-Go-Go","1966","Comedy"
"8661","tt0588012","Sally Field","nm0000398","actress","\N","tt0109830,tt0443272,tt0098384,tt0076729","52",1980,"Best actress","Norma Rae","California",1946,"tvEpisode","Gidget Gadget","1965","Comedy"
"8662","tt0588013","Sally Field","nm0000398","actress","\N","tt0109830,tt0443272,tt0098384,tt0076729","52",1980,"Best actress","Norma Rae","California",1946,"tvEpisode","Gidget Is a Proper Noun","1965","Comedy"
"8663","tt0588014","Sally Field","nm0000398","actress","\N","tt0109830,tt0443272,tt0098384,tt0076729","52",1980,"Best actress","Norma Rae","California",1946,"tvEpisode","Gidget's Career","1966","Comedy"
"8664","tt0588015","Sally Field","nm0000398","actress","\N","tt0109830,tt0443272,tt0098384,tt0076729","52",1980,"Best actress","Norma Rae","California",1946,"tvEpisode","Gidget's Foreign Policy","1965","Comedy"
"8665","tt0588016","Sally Field","nm0000398","actress","\N","tt0109830,tt0443272,tt0098384,tt0076729","52",1980,"Best actress","Norma Rae","California",1946,"tvEpisode","I Have This Friend Who...","1966","Comedy"
"8666","tt0588017","Sally Field","nm0000398","actress","\N","tt0109830,tt0443272,tt0098384,tt0076729","52",1980,"Best actress","Norma Rae","California",1946,"tvEpisode","I Love You, I Love You, I Love You, I Think","1966","Comedy"
"8667","tt0588018","Sally Field","nm0000398","actress","\N","tt0109830,tt0443272,tt0098384,tt0076729","52",1980,"Best actress","Norma Rae","California",1946,"tvEpisode","Image Scrimmage","1965","Comedy"
"8668","tt0588019","Sally Field","nm0000398","actress","\N","tt0109830,tt0443272,tt0098384,tt0076729","52",1980,"Best actress","Norma Rae","California",1946,"tvEpisode","In God, and Nobody Else, We Trust","1965","Comedy"
"8669","tt0588020","Sally Field","nm0000398","actress","\N","tt0109830,tt0443272,tt0098384,tt0076729","52",1980,"Best actress","Norma Rae","California",1946,"tvEpisode","In and Out with the In-Laws","1966","Comedy"
"8670","tt0588021","Sally Field","nm0000398","actress","\N","tt0109830,tt0443272,tt0098384,tt0076729","52",1980,"Best actress","Norma Rae","California",1946,"tvEpisode","Independence: Gidget Style","1966","Comedy"
"8671","tt0588022","Sally Field","nm0000398","actress","\N","tt0109830,tt0443272,tt0098384,tt0076729","52",1980,"Best actress","Norma Rae","California",1946,"tvEpisode","Is It Love or Symbiosis?","1965","Comedy"
"8672","tt0588023","Sally Field","nm0000398","actress","\N","tt0109830,tt0443272,tt0098384,tt0076729","52",1980,"Best actress","Norma Rae","California",1946,"tvEpisode","Like Voodoo","1966","Comedy"
"8673","tt0588024","Sally Field","nm0000398","actress","\N","tt0109830,tt0443272,tt0098384,tt0076729","52",1980,"Best actress","Norma Rae","California",1946,"tvEpisode","Love and the Single Gidget","1966","Comedy"
"8674","tt0588025","Sally Field","nm0000398","actress","\N","tt0109830,tt0443272,tt0098384,tt0076729","52",1980,"Best actress","Norma Rae","California",1946,"tvEpisode","My Ever Faithful Friend","1965","Comedy"
"8675","tt0588026","Sally Field","nm0000398","actress","\N","tt0109830,tt0443272,tt0098384,tt0076729","52",1980,"Best actress","Norma Rae","California",1946,"tvEpisode","Now There's a Face","1965","Comedy"
"8676","tt0588027","Sally Field","nm0000398","actress","\N","tt0109830,tt0443272,tt0098384,tt0076729","52",1980,"Best actress","Norma Rae","California",1946,"tvEpisode","One More for the Road","1966","Comedy"
"8677","tt0588028","Sally Field","nm0000398","actress","\N","tt0109830,tt0443272,tt0098384,tt0076729","52",1980,"Best actress","Norma Rae","California",1946,"tvEpisode","Operation Shaggy Dog","1966","Comedy"
"8678","tt0588029","Sally Field","nm0000398","actress","\N","tt0109830,tt0443272,tt0098384,tt0076729","52",1980,"Best actress","Norma Rae","California",1946,"tvEpisode","Ring-a-Ding-Dingbat","1966","Comedy"
"8679","tt0588030","Sally Field","nm0000398","actress","\N","tt0109830,tt0443272,tt0098384,tt0076729","52",1980,"Best actress","Norma Rae","California",1946,"tvEpisode","Take a Lesson","1966","Comedy"
"8680","tt0588031","Sally Field","nm0000398","actress","\N","tt0109830,tt0443272,tt0098384,tt0076729","52",1980,"Best actress","Norma Rae","California",1946,"tvEpisode","The Great Kahuna","1965","Comedy"
"8681","tt0588032","Sally Field","nm0000398","actress","\N","tt0109830,tt0443272,tt0098384,tt0076729","52",1980,"Best actress","Norma Rae","California",1946,"tvEpisode","The War Between Men, Women and Gidget","1965","Comedy"
"8682","tt0588033","Sally Field","nm0000398","actress","\N","tt0109830,tt0443272,tt0098384,tt0076729","52",1980,"Best actress","Norma Rae","California",1946,"tvEpisode","Too Many Cooks","1965","Comedy"
"8683","tt0588034","Sally Field","nm0000398","actress","\N","tt0109830,tt0443272,tt0098384,tt0076729","52",1980,"Best actress","Norma Rae","California",1946,"tvEpisode","We Got Each Other","1966","Comedy"
"8684","tt0588537","Broderick Crawford","nm0002024","actor","1986","tt0041113,tt0034965,tt0047879,tt0042276","22",1950,"Best actor","All the King's Men","Pennsylvania",1911,"tvEpisode","The Low Blue C Affair","1967","Action,Adventure,Comedy"
"8685","tt0588549","Sally Field","nm0000398","actress","\N","tt0109830,tt0443272,tt0098384,tt0076729","52",1980,"Best actress","Norma Rae","California",1946,"tvEpisode","All the Nudes That's Fit to Print","1973","Comedy"
"8686","tt0588550","Sally Field","nm0000398","actress","\N","tt0109830,tt0443272,tt0098384,tt0076729","52",1980,"Best actress","Norma Rae","California",1946,"tvEpisode","How Green Was Las Vegas","1973","Comedy"
"8687","tt0591121","Jessica Tandy","nm0001788","actress","1994","tt0092494,tt0056869,tt0097239,tt0101921","62",1990,"Best actress","Driving Miss Daisy","England",1909,"tvEpisode","A Murder Is Announced","1956","Drama"
"8688","tt0591154","Paul Newman","nm0000056","actor","2008","tt0084855,tt0061512,tt0054997,tt0257044","59",1987,"Best actor","The Color of Money","Ohio",1925,"tvEpisode","Guilty Is the Stranger","1954","Drama"
"8689","tt0591164","Grace Kelly","nm0000038","actress","1982","tt0047396,tt0046912,tt0046874,tt0048728","27",1955,"Best actress","The Country Girl","Philly",1929,"tvEpisode","Leaf Out of a Book","1952","Drama"
"8690","tt0591179","Rod Steiger","nm0001768","actor","2002","tt0067140,tt0061811,tt0059575,tt0047296","40",1968,"Best actor","In the Heat of the Night","New York",1925,"tvEpisode","Other People's Houses","1953","Drama"
"8691","tt0591182","Rod Steiger","nm0001768","actor","2002","tt0067140,tt0061811,tt0059575,tt0047296","40",1968,"Best actor","In the Heat of the Night","New York",1925,"tvEpisode","Raymond Schindler, Case One","1952","Drama"
"8692","tt0591188","Patricia Neal","nm0623658","actress","2010","tt0057163,tt0043456,tt0054698,tt0059309","36",1964,"Best actress","Hud","Kentucky",1926,"tvEpisode","Spring Reunion","1954","Drama"
"8693","tt0591202","Ernest Borgnine","nm0000308","actor","2012","tt0119177,tt0082340,tt0048356,tt0069113","28",1956,"Best actor","Marty","Connecticut",1917,"tvEpisode","The Copper","1951","Drama"
"8694","tt0591203","David Niven","nm0000057","actor","1983","tt0057413,tt0061452,tt0074937,tt0052182","31",1959,"Best actor","Separate Tables","Wales",1910,"tvEpisode","Danger by Night","1957","Drama"
"8695","tt0591215","Judy Holliday","nm0391062","actress","1965","tt0053645,tt0042276,tt0041090,tt0047123","23",1951,"Best actress","Born Yesterday","New York",1921,"tvEpisode","The Huntress","1954","Drama"
"8696","tt0591243","Joanne Woodward","nm0940946","actress","\N","tt0107818,tt0063483,tt0051077,tt0068528","30",1958,"Best actress","The Three Faces of Eve","Georgia",1930,"tvEpisode","The Young and the Fair","1953","Drama"
"8697","tt0591245","Paul Newman","nm0000056","actor","2008","tt0084855,tt0061512,tt0054997,tt0257044","59",1987,"Best actor","The Color of Money","Ohio",1925,"tvEpisode","Thunder of Silence","1954","Drama"
"8698","tt0591256","Ray Milland","nm0001537","actor","1986","tt0037884,tt0046912,tt0066011,tt0037415","18",1946,"Best actor","The Lost Weekend","Wales",1905,"tvEpisode","A London Affair","1959","Drama"
"8699","tt0591267","David Niven","nm0000057","actor","1983","tt0057413,tt0061452,tt0074937,tt0052182","31",1959,"Best actor","Separate Tables","Wales",1910,"tvEpisode","Decision by Terror","1958","Drama"
"8700","tt0591268","Jack Lemmon","nm0000493","actor","2001","tt0053291,tt0104348,tt0053604,tt0107050","46",1974,"Best actor","Save the Tiger","Massachusetts",1925,"tvEpisode","Disappearance","1958","Drama"
"8701","tt0591275","Jack Lemmon","nm0000493","actor","2001","tt0053291,tt0104348,tt0053604,tt0107050","46",1974,"Best actor","Save the Tiger","Massachusetts",1925,"tvEpisode","Lost and Found","1957","Drama"
"8702","tt0591286","David Niven","nm0000057","actor","1983","tt0057413,tt0061452,tt0074937,tt0052182","31",1959,"Best actor","Separate Tables","Wales",1910,"tvEpisode","Taps for Jeffrey","1958","Drama"
"8703","tt0591301","David Niven","nm0000057","actor","1983","tt0057413,tt0061452,tt0074937,tt0052182","31",1959,"Best actor","Separate Tables","Wales",1910,"tvEpisode","The Tinhorn","1957","Drama"
"8704","tt0591302","Jack Lemmon","nm0000493","actor","2001","tt0053291,tt0104348,tt0053604,tt0107050","46",1974,"Best actor","Save the Tiger","Massachusetts",1925,"tvEpisode","The Victim","1958","Drama"
"8705","tt0591305","Jack Lemmon","nm0000493","actor","2001","tt0053291,tt0104348,tt0053604,tt0107050","46",1974,"Best actor","Save the Tiger","Massachusetts",1925,"tvEpisode","Voices in the Fog","1957","Drama"
"8706","tt0592447","Lee Marvin","nm0001511","actor","1987","tt0061578,tt0059017,tt0064782,tt0060862","38",1966,"Best actor","Cat Ballou","New York",1924,"tvEpisode","Six Wagons to the Sea","1963","Drama"
"8707","tt0592498","Robert Duvall","nm0000380","actor","\N","tt0118632,tt0316356,tt0078788,tt0068646","56",1984,"Best actor","Tender Mercies","California",1931,"tvEpisode","William Wilson","1961","Drama,Horror,Mystery"
"8708","tt0592559","Paul Newman","nm0000056","actor","2008","tt0084855,tt0061512,tt0054997,tt0257044","59",1987,"Best actor","The Color of Money","Ohio",1925,"tvEpisode","American Ballet Theatre","1976","Music"
"8709","tt0592620","Ellen Burstyn","nm0000995","actress","\N","tt0067328,tt0071115,tt0070047,tt0180093","47",1975,"Best actress","Alice Doesn't Live Here Anymore","Michigan",1932,"tvEpisode","Big Man from Nairobi","1964","Drama,Family"
"8710","tt0592634","Cliff Robertson","nm0731772","actor","2011","tt0145487,tt0116225,tt0073802,tt0316654","41",1969,"Best actor","Charly","California",1925,"tvEpisode","The Circus Never Came to Town","1963","Drama,Family"
"8711","tt0592844","Olivia Colman","nm1469236","actress","\N","tt0425112,tt1204340,tt5083738,tt3464902","91",2019,"Best actress","The Favourite","England",1974,"tvEpisode","Caroline's First Day","2004","Comedy,Drama"
"8712","tt0592845","Olivia Colman","nm1469236","actress","\N","tt0425112,tt1204340,tt5083738,tt3464902","91",2019,"Best actress","The Favourite","England",1974,"tvEpisode","Emergency","2004","Comedy,Drama"
"8713","tt0592846","Olivia Colman","nm1469236","actress","\N","tt0425112,tt1204340,tt5083738,tt3464902","91",2019,"Best actress","The Favourite","England",1974,"tvEpisode","Housewarming Party","2004","Comedy,Drama"
"8714","tt0592847","Olivia Colman","nm1469236","actress","\N","tt0425112,tt1204340,tt5083738,tt3464902","91",2019,"Best actress","The Favourite","England",1974,"tvEpisode","Joanna's Birthday","2004","Comedy,Drama"
"8715","tt0592848","Olivia Colman","nm1469236","actress","\N","tt0425112,tt1204340,tt5083738,tt3464902","91",2019,"Best actress","The Favourite","England",1974,"tvEpisode","Lodgers","2004","Comedy,Drama"
"8716","tt0592849","Olivia Colman","nm1469236","actress","\N","tt0425112,tt1204340,tt5083738,tt3464902","91",2019,"Best actress","The Favourite","England",1974,"tvEpisode","Rumours","2004","Comedy,Drama"
"8717","tt0592850","Olivia Colman","nm1469236","actress","\N","tt0425112,tt1204340,tt5083738,tt3464902","91",2019,"Best actress","The Favourite","England",1974,"tvEpisode","Slave Auction","2004","Comedy,Drama"
"8718","tt0592851","Olivia Colman","nm1469236","actress","\N","tt0425112,tt1204340,tt5083738,tt3464902","91",2019,"Best actress","The Favourite","England",1974,"tvEpisode","Tangled Webs","2004","Comedy,Drama"
"8719","tt0592852","Olivia Colman","nm1469236","actress","\N","tt0425112,tt1204340,tt5083738,tt3464902","91",2019,"Best actress","The Favourite","England",1974,"tvEpisode","Tests","2004","Comedy,Drama"
"8720","tt0595252","Dustin Hoffman","nm0000163","actor","\N","tt0061722,tt0064665,tt0084805,tt0095953","52",1980,"Best actor","Kramer vs. Kramer","California",1937,"tvMovie","A Christmas Masque","1966","\N"
"8721","tt0595261","Helen Hayes","nm0371040","actress","1993","tt0022386,tt0065377,tt0048947,tt0022879","5",1933,"Best actress","The Sin of Madelon Claudet","Washington DC",1900,"tvMovie","Ah, Wilderness!","1959","Drama"
"8722","tt0595292","Cliff Robertson","nm0731772","actor","2011","tt0145487,tt0116225,tt0073802,tt0316654","41",1969,"Best actor","Charly","California",1925,"tvMovie","Faith Is a Nine-Letter Word","1952","\N"
"8723","tt0595357","Cliff Robertson","nm0731772","actor","2011","tt0145487,tt0116225,tt0073802,tt0316654","41",1969,"Best actor","Charly","California",1925,"tvMovie","Ten Thousand Words","1952","\N"
"8724","tt0595362","Grace Kelly","nm0000038","actress","1982","tt0047396,tt0046912,tt0046874,tt0048728","27",1955,"Best actress","The Country Girl","Philly",1929,"tvMovie","The Big Build Up","1952","Drama"
"8725","tt0595365","Cliff Robertson","nm0731772","actor","2011","tt0145487,tt0116225,tt0073802,tt0316654","41",1969,"Best actor","Charly","California",1925,"tvEpisode","The Bride's Teapot","1952","Comedy,Drama"
"8726","tt0595367","Ellen Burstyn","nm0000995","actress","\N","tt0067328,tt0071115,tt0070047,tt0180093","47",1975,"Best actress","Alice Doesn't Live Here Anymore","Michigan",1932,"tvMovie","The Christmas Tree","1958","Drama"
"8727","tt0595395","Greer Garson","nm0002093","actress","1996","tt0035238,tt0032943,tt0040498,tt0035093","15",1943,"Best actress","Mrs. Miniver","England",1904,"tvMovie","The Little Foxes","1956","Drama,History"
"8728","tt0595407","George C. Scott","nm0001715","actor","1999","tt0054997,tt0080516,tt0057012,tt0066206","43",1971,"Best actor","Patton","Virginia",1927,"tvMovie","The Price","1971","\N"
"8729","tt0595560","Ronald Colman","nm0172903","actor","1958","tt0039335,tt0019735,tt0029162,tt0035238","20",1948,"Best actor","A Double Life","England",1891,"tvEpisode","Episode #1.7","1954","Comedy"
"8730","tt0597059","Ray Milland","nm0001537","actor","1986","tt0037884,tt0046912,tt0066011,tt0037415","18",1946,"Best actor","The Lost Weekend","Wales",1905,"tvEpisode","Voodoo Doll: Part 1","1978","Family,Mystery"
"8731","tt0597060","Ray Milland","nm0001537","actor","1986","tt0037884,tt0046912,tt0066011,tt0037415","18",1946,"Best actor","The Lost Weekend","Wales",1905,"tvEpisode","Voodoo Doll, Part II","1978","Family,Mystery"
"8732","tt0597267","Ray Milland","nm0001537","actor","1986","tt0037884,tt0046912,tt0066011,tt0037415","18",1946,"Best actor","The Lost Weekend","Wales",1905,"tvEpisode","My Hart Belongs to Daddy","1982","Action,Adventure,Crime"
"8733","tt0597638","Victor McLaglen","nm0572142","actor","1959","tt0045061,tt0026529,tt0024141,tt0040369","8",1936,"Best actor","The Informer","England",1883,"tvEpisode","The O'Hare Story","1958","Western"
"8734","tt0598128","Helen Hayes","nm0371040","actress","1993","tt0022386,tt0065377,tt0048947,tt0022879","5",1933,"Best actress","The Sin of Madelon Claudet","Washington DC",1900,"tvEpisode","Retire in Sunny Hawaii... Forever","1975","Crime,Drama,Mystery"
"8735","tt0598421","Robert Duvall","nm0000380","actor","\N","tt0118632,tt0316356,tt0078788,tt0068646","56",1984,"Best actor","Tender Mercies","California",1931,"tvEpisode","The Theory of the Innocent Bystander","1966","Crime,Drama"
"8736","tt0598479","James Stewart","nm0000071","actor","1997","tt0031679,tt0052357,tt0032904,tt0052561","13",1941,"Best actor","The Philadelphia Story","Pennsylvania",1908,"tvEpisode","A Life for a Life","1973","Crime,Drama,Mystery"
"8737","tt0598480","James Stewart","nm0000071","actor","1997","tt0031679,tt0052357,tt0032904,tt0052561","13",1941,"Best actor","The Philadelphia Story","Pennsylvania",1908,"tvEpisode","Blood Feud","1973","Crime,Drama,Mystery"
"8738","tt0598481","James Stewart","nm0000071","actor","1997","tt0031679,tt0052357,tt0032904,tt0052561","13",1941,"Best actor","The Philadelphia Story","Pennsylvania",1908,"tvEpisode","Candidate for Murder","1974","Crime,Drama,Mystery"
"8739","tt0598483","James Stewart","nm0000071","actor","1997","tt0031679,tt0052357,tt0032904,tt0052561","13",1941,"Best actor","The Philadelphia Story","Pennsylvania",1908,"tvEpisode","Die, Darling, Die","1973","Crime,Drama,Mystery"
"8740","tt0598484","James Stewart","nm0000071","actor","1997","tt0031679,tt0052357,tt0032904,tt0052561","13",1941,"Best actor","The Philadelphia Story","Pennsylvania",1908,"tvEpisode","Murder in Movieland","1973","Crime,Drama,Mystery"
"8741","tt0598485","James Stewart","nm0000071","actor","1997","tt0031679,tt0052357,tt0032904,tt0052561","13",1941,"Best actor","The Philadelphia Story","Pennsylvania",1908,"tvEpisode","Murder in the Slave Trade","1974","Crime,Drama,Mystery"
"8742","tt0598486","James Stewart","nm0000071","actor","1997","tt0031679,tt0052357,tt0032904,tt0052561","13",1941,"Best actor","The Philadelphia Story","Pennsylvania",1908,"tvEpisode","Murder on the Thirteenth Floor","1974","Crime,Drama,Mystery"
"8743","tt0599627","Joanne Woodward","nm0940946","actress","\N","tt0107818,tt0063483,tt0051077,tt0068528","30",1958,"Best actress","The Three Faces of Eve","Georgia",1930,"tvEpisode","Dark Stranger","1955","Drama"
"8744","tt0599998","Ginger Rogers","nm0001677","actress","1995","tt0031983,tt0035019,tt0044916,tt0032671","13",1941,"Best actress","Kitty Foyle","Missouri",1911,"tvEpisode","Ginger Rogers Comes to Tea","1971","Comedy"
"8745","tt0600022","Elizabeth Taylor","nm0000072","actress","2011","tt0053318,tt0056937,tt0051459,tt0061184","33",1961,"Best actress","Butterfield 8","England",1932,"tvEpisode","Lucy Meets the Burtons","1970","Comedy"
"8746","tt0600077","Helen Hayes","nm0371040","actress","1993","tt0022386,tt0065377,tt0048947,tt0022879","5",1933,"Best actress","The Sin of Madelon Claudet","Washington DC",1900,"tvEpisode","Lucy and the Little Old Lady","1972","Comedy"
"8747","tt0600864","Sally Field","nm0000398","actress","\N","tt0109830,tt0443272,tt0098384,tt0076729","52",1980,"Best actress","Norma Rae","California",1946,"tvEpisode","A Little Off the Top","1967","Comedy"
"8748","tt0600866","Sally Field","nm0000398","actress","\N","tt0109830,tt0443272,tt0098384,tt0076729","52",1980,"Best actress","Norma Rae","California",1946,"tvEpisode","Big Brother Is Watching You","1967","Comedy"
"8749","tt0600866","Richard Dreyfuss","nm0000377","actor","\N","tt0075860,tt0069704,tt0073195,tt0076095","50",1978,"Best actor","The Goodbye Girl","New York",1947,"tvEpisode","Big Brother Is Watching You","1967","Comedy"
"8750","tt0600880","Sally Field","nm0000398","actress","\N","tt0109830,tt0443272,tt0098384,tt0076729","52",1980,"Best actress","Norma Rae","California",1946,"tvEpisode","Sharin' Sharon","1967","Comedy"
"8751","tt0600883","Richard Dreyfuss","nm0000377","actor","\N","tt0075860,tt0069704,tt0073195,tt0076095","50",1978,"Best actor","The Goodbye Girl","New York",1947,"tvEpisode","Testing, One Two","1967","Comedy"
"8752","tt0600891","Sally Field","nm0000398","actress","\N","tt0109830,tt0443272,tt0098384,tt0076729","52",1980,"Best actress","Norma Rae","California",1946,"tvEpisode","Woody, Can You Spare a Sister?","1967","Comedy"
"8753","tt0601002","Helen Mirren","nm0000545","actress","\N","tt1245526,tt0436697,tt0975645,tt0280707","79",2007,"Best actress","The Queen","England",1945,"tvEpisode","Love Crimes","1993","Drama,Horror,Thriller"
"8754","tt0601480","Broderick Crawford","nm0002024","actor","1986","tt0041113,tt0034965,tt0047879,tt0042276","22",1950,"Best actor","All the King's Men","Pennsylvania",1911,"tvEpisode","Mother's March","1958","Action,Crime,Drama"
"8755","tt0601481","Broderick Crawford","nm0002024","actor","1986","tt0041113,tt0034965,tt0047879,tt0042276","22",1950,"Best actor","All the King's Men","Pennsylvania",1911,"tvEpisode","Careless Cop","1958","Action,Crime,Drama"
"8756","tt0601482","Broderick Crawford","nm0002024","actor","1986","tt0041113,tt0034965,tt0047879,tt0042276","22",1950,"Best actor","All the King's Men","Pennsylvania",1911,"tvEpisode","Credit Card","1958","Action,Crime,Drama"
"8757","tt0601483","Broderick Crawford","nm0002024","actor","1986","tt0041113,tt0034965,tt0047879,tt0042276","22",1950,"Best actor","All the King's Men","Pennsylvania",1911,"tvEpisode","Dan Hostage","1959","Action,Crime,Drama"
