nconst,name,category,actbirthplace,actbirthyear,tconst,movietitle,movieyear,titletype,genres
nm0000701,Kate Winslet,actress,England,1975,tt8940022,The Kodiak Queen,2018,short,"Documentary,Short"
nm0000701,Kate Winslet,actress,England,1975,tt8717446,Blackbird,2019,movie,Drama
nm0000701,Kate Winslet,actress,England,1975,tt13439940,The Christmas Letter,2019,tvMovie,Animation
nm0000701,Kate Winslet,actress,England,1975,tt4153828,Swift,2019,movie,"Adventure,Animation,Comedy"
nm0000701,Kate Winslet,actress,England,1975,tt7983894,Ammonite,2020,movie,"Biography,Drama,History"
nm0000701,Kate Winslet,actress,England,1975,tt13050556,Baba Yaga,2020,short,"Action,Adventure,Animation"
nm0000701,Kate Winslet,actress,England,1975,tt8484160,Black Beauty,2020,movie,"Drama,Family"
nm0000701,Kate Winslet,actress,England,1975,tt12777936,A World of Calm,2020,tvSeries,Documentary
nm0000701,Kate Winslet,actress,England,1975,tt13198610,A Horse's Tale,2020,tvEpisode,Documentary
nm0000701,Kate Winslet,actress,England,1975,tt11610562,Sacrament,2021,tvEpisode,"Crime,Drama,Mystery"
nm0000701,Kate Winslet,actress,England,1975,tt11033898,Miss Lady Hawk Herself,2021,tvEpisode,"Crime,Drama,Mystery"
nm0000701,Kate Winslet,actress,England,1975,tt11610556,Illusions,2021,tvEpisode,"Crime,Drama,Mystery"
nm0000701,Kate Winslet,actress,England,1975,tt11610552,Poor Sisyphus,2021,tvEpisode,"Crime,Drama,Mystery"
nm0000701,Kate Winslet,actress,England,1975,tt10155688,Mare of Easttown,2021,tvMiniSeries,"Crime,Drama,Mystery"
nm0000701,Kate Winslet,actress,England,1975,tt11610550,Enter Number Two,2021,tvEpisode,"Crime,Drama,Mystery"
nm0000701,Kate Winslet,actress,England,1975,tt11610558,Sore Must Be the Storm,2021,tvEpisode,"Crime,Drama,Mystery"
nm0000701,Kate Winslet,actress,England,1975,tt11610548,Fathers,2021,tvEpisode,"Crime,Drama,Mystery"
nm0000701,Kate Winslet,actress,England,1975,tt1630029,Avatar 2,2022,movie,"Action,Adventure,Sci-Fi"
nm0000701,Kate Winslet,actress,England,1975,tt7890826,Naya Legend of the Golden Dolphin,2022,movie,"Action,Adventure,Animation"
nm0000701,Kate Winslet,actress,England,1975,tt5112584,Lee,,movie,"Biography,Drama"
nm0000701,Kate Winslet,actress,England,1975,tt6462160,Eating Our Way to Extinction,,movie,Documentary
nm0000701,Kate Winslet,actress,England,1975,tt13247086,Fake!,,movie,\N
nm0000031,Katharine Hepburn,actress,Connecticut,1907,tt0022685,A Bill of Divorcement,1932,movie,Drama
nm0000031,Katharine Hepburn,actress,Connecticut,1907,tt0023891,Christopher Strong,1933,movie,"Action,Adventure,Drama"
nm0000031,Katharine Hepburn,actress,Connecticut,1907,tt0024353,Morning Glory,1933,movie,"Drama,Romance"
nm0000031,Katharine Hepburn,actress,Connecticut,1907,tt0024264,Little Women,1933,movie,"Drama,Family,Romance"
nm0000031,Katharine Hepburn,actress,Connecticut,1907,tt0025822,Spitfire,1934,movie,Drama
nm0000031,Katharine Hepburn,actress,Connecticut,1907,tt0025409,The Little Minister,1934,movie,"Drama,Romance"
nm0000031,Katharine Hepburn,actress,Connecticut,1907,tt0026056,Alice Adams,1935,movie,"Comedy,Drama,Romance"
nm0000031,Katharine Hepburn,actress,Connecticut,1907,tt0027067,Sylvia Scarlett,1935,movie,"Comedy,Drama,Romance"
nm0000031,Katharine Hepburn,actress,Connecticut,1907,tt0026134,Break of Hearts,1935,movie,"Drama,Romance"
nm0000031,Katharine Hepburn,actress,Connecticut,1907,tt0027948,Mary of Scotland,1936,movie,"Biography,Drama,History"
nm0000031,Katharine Hepburn,actress,Connecticut,1907,tt0028517,A Woman Rebels,1936,movie,"Drama,History,Romance"
nm0000031,Katharine Hepburn,actress,Connecticut,1907,tt0029604,Stage Door,1937,movie,"Comedy,Drama"
nm0000031,Katharine Hepburn,actress,Connecticut,1907,tt0029454,Quality Street,1937,movie,"Comedy,Drama,Romance"
nm0000031,Katharine Hepburn,actress,Connecticut,1907,tt0030241,Holiday,1938,movie,"Comedy,Romance"
nm0000031,Katharine Hepburn,actress,Connecticut,1907,tt0029947,Bringing Up Baby,1938,movie,"Comedy,Family,Romance"
nm0000031,Katharine Hepburn,actress,Connecticut,1907,tt0032904,The Philadelphia Story,1940,movie,"Comedy,Romance"
nm0000031,Katharine Hepburn,actress,Connecticut,1907,tt0034400,Women in Defense,1941,short,"Documentary,Short,War"
nm0000031,Katharine Hepburn,actress,Connecticut,1907,tt0035567,Woman of the Year,1942,movie,"Comedy,Drama,Romance"
nm0000031,Katharine Hepburn,actress,Connecticut,1907,tt0034936,Keeper of the Flame,1942,movie,"Drama,Mystery"
nm0000031,Katharine Hepburn,actress,Connecticut,1907,tt0036777,Dragon Seed,1944,movie,"Drama,History,War"
nm0000031,Katharine Hepburn,actress,Connecticut,1907,tt0038256,Without Love,1945,movie,"Comedy,Romance"
nm0000031,Katharine Hepburn,actress,Connecticut,1907,tt0039066,Undercurrent,1946,movie,"Drama,Film-Noir,Thriller"
nm0000031,Katharine Hepburn,actress,Connecticut,1907,tt0039806,The Sea of Grass,1947,movie,"Drama,Western"
nm0000031,Katharine Hepburn,actress,Connecticut,1907,tt0039850,Song of Love,1947,movie,"Drama,Music,Romance"
nm0000031,Katharine Hepburn,actress,Connecticut,1907,tt0040834,State of the Union,1948,movie,"Comedy,Drama"
nm0000031,Katharine Hepburn,actress,Connecticut,1907,tt0041090,Adam's Rib,1949,movie,"Comedy,Drama,Romance"
nm0000031,Katharine Hepburn,actress,Connecticut,1907,tt0043265,The African Queen,1951,movie,"Adventure,Drama,Romance"
nm0000031,Katharine Hepburn,actress,Connecticut,1907,tt0045012,Pat and Mike,1952,movie,"Comedy,Romance,Sport"
nm0000031,Katharine Hepburn,actress,Connecticut,1907,tt0048673,Summertime,1955,movie,"Drama,Romance"
nm0000031,Katharine Hepburn,actress,Connecticut,1907,tt0049653,The Rainmaker,1956,movie,"Romance,Western"
nm0000031,Katharine Hepburn,actress,Connecticut,1907,tt0049369,The Iron Petticoat,1956,movie,Comedy
nm0000031,Katharine Hepburn,actress,Connecticut,1907,tt0050307,Desk Set,1957,movie,"Comedy,Romance"
nm0000031,Katharine Hepburn,actress,Connecticut,1907,tt0053318,"Suddenly, Last Summer",1959,movie,"Drama,Mystery,Thriller"
nm0000031,Katharine Hepburn,actress,Connecticut,1907,tt0056196,Long Day's Journey Into Night,1962,movie,Drama
nm0000031,Katharine Hepburn,actress,Connecticut,1907,tt0061735,Guess Who's Coming to Dinner,1967,movie,"Comedy,Drama"
nm0000031,Katharine Hepburn,actress,Connecticut,1907,tt0063227,The Lion in Winter,1968,movie,"Biography,Drama,History"
nm0000031,Katharine Hepburn,actress,Connecticut,1907,tt0064621,The Madwoman of Chaillot,1969,movie,"Comedy,Drama"
nm0000031,Katharine Hepburn,actress,Connecticut,1907,tt0067881,The Trojan Women,1971,movie,Drama
nm0000031,Katharine Hepburn,actress,Connecticut,1907,tt0069958,A Delicate Balance,1973,movie,Drama
nm0000031,Katharine Hepburn,actress,Connecticut,1907,tt0070115,The Glass Menagerie,1973,tvMovie,Drama
nm0000031,Katharine Hepburn,actress,Connecticut,1907,tt0073310,Love Among the Ruins,1975,tvMovie,"Comedy,Drama,Romance"
nm0000031,Katharine Hepburn,actress,Connecticut,1907,tt0073636,Rooster Cogburn,1975,movie,"Adventure,Drama,Western"
nm0000031,Katharine Hepburn,actress,Connecticut,1907,tt0078025,"Olly, Olly, Oxen Free",1978,movie,Adventure
nm0000031,Katharine Hepburn,actress,Connecticut,1907,tt0079000,The Corn Is Green,1979,tvMovie,Drama
nm0000031,Katharine Hepburn,actress,Connecticut,1907,tt0082846,On Golden Pond,1981,movie,Drama
nm0000031,Katharine Hepburn,actress,Connecticut,1907,tt0087354,Grace Quigley,1984,movie,Comedy
nm0000031,Katharine Hepburn,actress,Connecticut,1907,tt0091567,Mrs. Delafield Wants to Marry,1986,tvMovie,"Comedy,Drama,Romance"
nm0000031,Katharine Hepburn,actress,Connecticut,1907,tt0095502,Laura Lansing Slept Here,1988,tvMovie,Comedy
nm0000031,Katharine Hepburn,actress,Connecticut,1907,tt0104805,The Man Upstairs,1992,tvMovie,"Comedy,Crime,Drama"
nm0000031,Katharine Hepburn,actress,Connecticut,1907,tt0110732,One Christmas,1994,tvMovie,"Drama,Family"
nm0000031,Katharine Hepburn,actress,Connecticut,1907,tt0111415,This Can't Be Love,1994,tvMovie,"Comedy,Drama,Romance"
nm0000031,Katharine Hepburn,actress,Connecticut,1907,tt0110391,Love Affair,1994,movie,"Comedy,Drama,Romance"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt6029270,Vanities,1977,tvMovie,Drama
nm0000870,Kathy Bates,actress,Tennessee,1948,tt10721782,Episode #1.3989,1978,tvEpisode,"Drama,Romance"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt10722212,Episode #1.3992,1978,tvEpisode,"Drama,Romance"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt10721940,Episode #1.3991,1978,tvEpisode,"Drama,Romance"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt0091298,Johnny Bull,1986,tvMovie,Drama
nm0000870,Kathy Bates,actress,Tennessee,1948,tt0094071,Summer Heat,1987,movie,Drama
nm0000870,Kathy Bates,actress,Tennessee,1948,tt0093583,Murder Ordained,1987,tvMovie,"Crime,Drama"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt0100157,Misery,1990,movie,"Drama,Thriller"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt0100134,Men Don't Leave,1990,movie,"Comedy,Drama"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt0103251,White Palace,1990,movie,"Drama,Romance"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt0101921,Fried Green Tomatoes,1991,movie,Drama
nm0000870,Kathy Bates,actress,Tennessee,1948,tt0105266,The Road to Mecca,1991,movie,Drama
nm0000870,Kathy Bates,actress,Tennessee,1948,tt0105165,Prelude to a Kiss,1992,movie,"Comedy,Fantasy,Romance"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt0105706,Used People,1992,movie,"Comedy,Drama,Romance"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt0107141,Hostages,1992,tvMovie,Drama
nm0000870,Kathy Bates,actress,Tennessee,1948,tt0190533,Living and Working in Space: The Countdown Has Begun,1993,video,Family
nm0000870,Kathy Bates,actress,Tennessee,1948,tt1027235,Amelia Earhart: The Price of Courage,1993,tvEpisode,"Biography,Documentary,History"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt0107130,A Home of Our Own,1993,movie,"Biography,Drama"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt0109514,Curse of the Starving Class,1994,movie,Drama
nm0000870,Kathy Bates,actress,Tennessee,1948,tt0112368,Angus,1995,movie,"Comedy,Drama"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt0324155,Talking With,1995,tvEpisode,Drama
nm0000870,Kathy Bates,actress,Tennessee,1948,tt0109642,Dolores Claiborne,1995,movie,"Crime,Drama,Mystery"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt0116835,The Late Shift,1996,tvMovie,"Comedy,Drama"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt0118117,The War at Home,1996,movie,Drama
nm0000870,Kathy Bates,actress,Tennessee,1948,tt0116095,Diabolique,1996,movie,"Drama,Horror,Mystery"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt1153726,Respect,1997,tvEpisode,"Animation,Family,Fantasy"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt0120257,Swept from the Sea,1997,movie,"Drama,Mystery,Romance"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt0120338,Titanic,1997,movie,"Drama,Romance"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt0120484,The Waterboy,1998,movie,"Comedy,Sport"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt0119942,Primary Colors,1998,movie,"Comedy,Drama"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt0162301,The Effects of Magic,1998,movie,"Adventure,Family,Fantasy"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt0244986,Baby Steps,1999,short,"Comedy,Drama,Short"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt0207972,Annie,1999,tvEpisode,"Adventure,Comedy,Drama"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt0268037,Without Lying Down: Frances Marion and the Power of Women in Hollywood,2000,tvMovie,"Biography,Documentary"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt0219374,Unconditional Love,2002,movie,"Comedy,Drama,Musical"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt0257360,About Schmidt,2002,movie,"Comedy,Drama"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt0298454,My Sister's Keeper,2002,tvMovie,Drama
nm0000870,Kathy Bates,actress,Tennessee,1948,tt0282698,Love Liza,2002,movie,"Comedy,Drama"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt0377122,Tupperware!,2004,tvEpisode,"Biography,Documentary,History"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt0428441,The Cutting Edge: The Magic of Movie Editing,2004,movie,Documentary
nm0000870,Kathy Bates,actress,Tennessee,1948,tt0401515,The Ingrate,2004,short,"Comedy,Short"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt0361841,Little Black Book,2004,movie,"Comedy,Drama,Romance"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt0327437,Around the World in 80 Days,2004,movie,"Action,Adventure,Comedy"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt0400743,Popeye's Voyage: The Quest for Pappy,2004,video,"Animation,Comedy,Family"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt0356443,The Bridge of San Luis Rey,2004,movie,"Drama,History,Romance"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt0455321,Ambulance Girl,2005,tvMovie,"Comedy,Drama"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt1362545,Hansel and Gretel,2005,video,"Animation,Short"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt0820145,Solace,2006,short,"Drama,Short,Thriller"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt0453489,Have Mercy,2006,movie,Drama
nm0000870,Kathy Bates,actress,Tennessee,1948,tt0427229,Failure to Launch,2006,movie,"Comedy,Romance"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt0425395,Relative Strangers,2006,movie,Comedy
nm0000870,Kathy Bates,actress,Tennessee,1948,tt0487195,Bonneville,2006,movie,"Comedy,Drama"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt1388405,The People's President,2006,tvMovie,Documentary
nm0000870,Kathy Bates,actress,Tennessee,1948,tt0488928,Guilty Hearts,2006,movie,Drama
nm0000870,Kathy Bates,actress,Tennessee,1948,tt0762148,Christmas Is Here Again,2007,video,"Adventure,Animation,Comedy"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt1142798,The Family That Preys,2008,movie,Drama
nm0000870,Kathy Bates,actress,Tennessee,1948,tt0970416,The Day the Earth Stood Still,2008,movie,"Drama,Sci-Fi,Thriller"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt1461312,Alice,2009,tvMiniSeries,"Adventure,Drama,Fantasy"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt1138489,Personal Effects,2009,movie,Drama
nm0000870,Kathy Bates,actress,Tennessee,1948,tt1179258,ChÃÂÃÂ©ri,2009,movie,"Comedy,Drama,Romance"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt1094299,The Legend of Pancho Barnes and the Happy Bottom Riding Club,2009,video,Documentary
nm0000870,Kathy Bates,actress,Tennessee,1948,tt1557907,Episode #1.2,2009,tvEpisode,"Adventure,Drama,Fantasy"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt1557906,Episode #1.1,2009,tvEpisode,"Adventure,Drama,Fantasy"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt1724758,Send in the Clowns,2011,tvEpisode,"Comedy,Crime,Drama"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt1605783,Midnight in Paris,2011,movie,"Comedy,Fantasy,Romance"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt2084364,American Girl,2011,tvEpisode,"Comedy,Crime,Drama"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt1844335,In the Ghetto,2011,tvEpisode,"Comedy,Crime,Drama"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt1742760,Innocent Man,2011,tvEpisode,"Comedy,Crime,Drama"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt2044305,Bad to Worse,2011,tvEpisode,"Comedy,Crime,Drama"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt1876898,Last Dance,2011,tvEpisode,"Comedy,Crime,Drama"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt1844624,American Horror Story,2011,tvSeries,"Drama,Horror,Thriller"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt2035036,Queen of Snark,2011,tvEpisode,"Comedy,Crime,Drama"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt1582453,Harry's Law,2011,tvSeries,"Comedy,Crime,Drama"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt1828551,American Dreams,2011,tvEpisode,"Comedy,Crime,Drama"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt1708666,Pilot,2011,tvEpisode,"Comedy,Crime,Drama"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt2011512,Sins of the Father,2011,tvEpisode,"Comedy,Crime,Drama"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt1440161,A Little Bit of Heaven,2011,movie,"Comedy,Drama,Fantasy"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt2090077,Purple Hearts,2011,tvEpisode,"Comedy,Crime,Drama"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt2085271,The Rematch,2011,tvEpisode,"Comedy,Crime,Drama"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt1986433,Hosanna Roseanna,2011,tvEpisode,"Comedy,Crime,Drama"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt2071790,Insanity,2011,tvEpisode,"Comedy,Crime,Drama"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt2090076,Head Games,2011,tvEpisode,"Comedy,Crime,Drama"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt1743458,A Day in the Life,2011,tvEpisode,"Comedy,Crime,Drama"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt1719838,Heat of Passion,2011,tvEpisode,"Comedy,Crime,Drama"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt1797641,With Friends Like These...,2011,tvEpisode,"Comedy,Crime,Drama"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt1749885,Wheels of Justice,2011,tvEpisode,"Comedy,Crime,Drama"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt2009988,There Will Be Blood,2011,tvEpisode,"Comedy,Crime,Drama"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt1777171,The Fragile Beast,2011,tvEpisode,"Comedy,Crime,Drama"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt1719231,Bangers in the House,2011,tvEpisode,"Comedy,Crime,Drama"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt2373049,Class War,2012,tvEpisode,"Comedy,Crime,Drama"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt2373047,And the Band Played On,2012,tvEpisode,"Comedy,Crime,Drama"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt2168817,Les Horribles,2012,tvEpisode,"Comedy,Crime,Drama"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt2385569,The Whole Truth,2012,tvEpisode,"Comedy,Crime,Drama"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt2108057,Gorilla My Dreams,2012,tvEpisode,"Comedy,Crime,Drama"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt2399803,Onward and Upward,2012,tvEpisode,"Comedy,Crime,Drama"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt2269289,The Contest,2012,tvEpisode,"Comedy,Crime,Drama"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt2082222,Cadaver,2012,short,"Adventure,Animation,Drama"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt2274553,Breaking Points,2012,tvEpisode,"Comedy,Crime,Drama"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt2190897,Search and Seize,2012,tvEpisode,"Comedy,Crime,Drama"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt2135088,New Kidney on the Block,2012,tvEpisode,"Comedy,Crime,Drama"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt2172369,After the Lovin',2012,tvEpisode,"Comedy,Crime,Drama"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt2254701,The Lying Game,2012,tvEpisode,"Comedy,Crime,Drama"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt3302706,Boychoir,2014,movie,"Drama,Music"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt2103254,Tammy,2014,movie,"Comedy,Romance"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt4480766,Room Service,2015,tvEpisode,"Drama,Horror,Thriller"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt4480780,The Ten Commandments Killer,2015,tvEpisode,"Drama,Horror,Thriller"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt4480778,She Wants Revenge,2015,tvEpisode,"Drama,Horror,Thriller"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt4217832,Checking In,2015,tvEpisode,"Drama,Horror,Thriller"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt4480776,Flicker,2015,tvEpisode,"Drama,Horror,Thriller"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt4480768,Room 33,2015,tvEpisode,"Drama,Horror,Thriller"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt4480746,Mommy,2015,tvEpisode,"Drama,Horror,Thriller"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt1226766,The Great Gilly Hopkins,2015,movie,"Comedy,Drama,Family"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt4480760,Devil's Night,2015,tvEpisode,"Drama,Horror,Thriller"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt4480784,She Gets Revenge,2015,tvEpisode,"Drama,Horror,Thriller"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt4480742,Chutes and Ladders,2015,tvEpisode,"Drama,Horror,Thriller"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt5915294,Chapter 7,2016,tvEpisode,"Drama,Horror,Thriller"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt4480800,Be Our Guest,2016,tvEpisode,"Drama,Horror,Thriller"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt5915290,Chapter 6,2016,tvEpisode,"Drama,Horror,Thriller"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt5748102,Chapter 10,2016,tvEpisode,"Drama,Horror,Thriller"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt1798603,Bad Santa 2,2016,movie,"Comedy,Crime,Drama"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt5902962,Chapter 9,2016,tvEpisode,"Drama,Horror,Thriller"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt4480806,Chapter 2,2016,tvEpisode,"Drama,Horror,Thriller"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt5915274,Chapter 4,2016,tvEpisode,"Drama,Horror,Thriller"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt5194600,Chapter 1,2016,tvEpisode,"Drama,Horror,Thriller"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt5915284,Chapter 5,2016,tvEpisode,"Drama,Horror,Thriller"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt5915300,Chapter 8,2016,tvEpisode,"Drama,Horror,Thriller"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt4480792,Battle Royale,2016,tvEpisode,"Drama,Horror,Thriller"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt5839308,Chapter 3,2016,tvEpisode,"Drama,Horror,Thriller"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt5884792,Disjointed,2017,tvSeries,Comedy
nm0000870,Kathy Bates,actress,Tennessee,1948,tt6340026,Eve's Bush,2017,tvEpisode,Comedy
nm0000870,Kathy Bates,actress,Tennessee,1948,tt6406182,The Worst,2017,tvEpisode,Comedy
nm0000870,Kathy Bates,actress,Tennessee,1948,tt5950848,Omega Strain,2017,tvEpisode,Comedy
nm0000870,Kathy Bates,actress,Tennessee,1948,tt6415668,Olivia's S***balls,2017,tvEpisode,Comedy
nm0000870,Kathy Bates,actress,Tennessee,1948,tt6415640,ErschreckendglÃÂÃÂ¼ckseligkeit OG,2017,tvEpisode,Comedy
nm0000870,Kathy Bates,actress,Tennessee,1948,tt6415648,SchrÃÂÃÂ¶dinger's Pot,2017,tvEpisode,Comedy
nm0000870,Kathy Bates,actress,Tennessee,1948,tt6415666,Pyongyang Green,2017,tvEpisode,Comedy
nm0000870,Kathy Bates,actress,Tennessee,1948,tt6415654,Donna Weed,2017,tvEpisode,Comedy
nm0000870,Kathy Bates,actress,Tennessee,1948,tt6336892,Rutherford B. Haze,2017,tvEpisode,Comedy
nm0000870,Kathy Bates,actress,Tennessee,1948,tt6415658,Prom Night,2017,tvEpisode,Comedy
nm0000870,Kathy Bates,actress,Tennessee,1948,tt6803078,B.Y.O.P.F.U.,2018,tvEpisode,Comedy
nm0000870,Kathy Bates,actress,Tennessee,1948,tt6803074,Buds Light,2018,tvEpisode,Comedy
nm0000870,Kathy Bates,actress,Tennessee,1948,tt6803084,Emperor Shennong,2018,tvEpisode,Comedy
nm0000870,Kathy Bates,actress,Tennessee,1948,tt2555624,Moose,2018,tvShort,"Adventure,Animation,Drama"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt6803094,A-A-R-Pot,2018,tvEpisode,Comedy
nm0000870,Kathy Bates,actress,Tennessee,1948,tt6792132,Helium Dream,2018,tvEpisode,Comedy
nm0000870,Kathy Bates,actress,Tennessee,1948,tt6415676,"Main Street, USA",2018,tvEpisode,Comedy
nm0000870,Kathy Bates,actress,Tennessee,1948,tt6803146,Dr. Dankerson's Revivifying Wellness Tincture,2018,tvEpisode,Comedy
nm0000870,Kathy Bates,actress,Tennessee,1948,tt6803072,Weed of Fortune,2018,tvEpisode,Comedy
nm0000870,Kathy Bates,actress,Tennessee,1948,tt6725218,4/20 Fantasy,2018,tvEpisode,Comedy
nm0000870,Kathy Bates,actress,Tennessee,1948,tt6803076,Travissimo Private Reserve,2018,tvEpisode,Comedy
nm0000870,Kathy Bates,actress,Tennessee,1948,tt1860242,The Highwaymen,2019,movie,"Biography,Crime,Drama"
nm0000870,Kathy Bates,actress,Tennessee,1948,tt10353704,Home,2020,movie,Drama
nm0000870,Kathy Bates,actress,Tennessee,1948,tt9185206,"Are You There God? It's Me, Margaret",,movie,Drama
nm0000870,Kathy Bates,actress,Tennessee,1948,tt12712604,The Miracle Club,,movie,Comedy
nm0000228,Kevin Spacey,actor,New Jersey,1959,tt0572583,Solo,1987,tvEpisode,"Action,Crime,Drama"
nm0000228,Kevin Spacey,actor,New Jersey,1959,tt0093432,Long Day's Journey Into Night,1987,tvMovie,Drama
nm0000228,Kevin Spacey,actor,New Jersey,1959,tt0095678,The Murder of Mary Phagan,1988,tvMiniSeries,"Crime,Drama,History"
nm0000228,Kevin Spacey,actor,New Jersey,1959,tt0098282,"See No Evil, Hear No Evil",1989,movie,"Comedy,Crime"
